,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Date,Facility,,,,Military,Total,Civil,Military,Total,,,,,,,,,,,,
,,Carrier,Taxi,Aviation,,,,,,Operations,,,,,,,,,,,
Oct-1989,CLE,"12,328","5,668","4,302",326,"22,624",126,0,126,"22,750",,,,,,,,,,,
Oct-1989,DAY,"9,109","4,666","2,760",15,"16,550",162,0,162,"16,712",,,,,,,,,,,
Oct-1989,DTW,"24,258","4,579","4,538",14,"33,389",814,1,815,"34,204",,,,,,,,,,,
Oct-1989,IND,"9,241","3,654","5,225",154,"18,274",138,6,144,"18,418",,,,,,,,,,,
Oct-1989,MDW,"11,401","8,848","8,024",250,"28,523",663,37,700,"29,223",,,,,,,,,,,
Oct-1989,MSP,"18,795","5,946","5,255",199,"30,195",389,0,389,"30,584",,,,,,,,,,,
Oct-1989,ORD,"53,642","12,604","2,536",293,"69,075",90,0,90,"69,165",,,,,,,,,,,
Nov-1989,CLE,"11,813","5,236","3,158",223,"20,430",60,0,60,"20,490",,,,,,,,,,,
Nov-1989,DAY,"8,287","4,051","2,499",9,"14,846",182,0,182,"15,028",,,,,,,,,,,
Nov-1989,DTW,"22,749","4,346","3,787",11,"30,893",909,1,910,"31,803",,,,,,,,,,,
Nov-1989,IND,"9,126","3,688","4,535",201,"17,550",210,6,216,"17,766",,,,,,,,,,,
Nov-1989,MDW,"10,951","8,580","7,075",278,"26,884",409,10,419,"27,303",,,,,,,,,,,
Nov-1989,MSP,"18,154","5,992","5,245",186,"29,577",336,2,338,"29,915",,,,,,,,,,,
Nov-1989,ORD,"50,947","11,710","2,328",300,"65,285",44,0,44,"65,329",,,,,,,,,,,
Dec-1989,CLE,"12,352","5,392","2,930",228,"20,902",110,2,112,"21,014",,,,,,,,,,,
Dec-1989,DAY,"8,598","4,267","1,980",4,"14,849",248,1,249,"15,098",,,,,,,,,,,
Dec-1989,DTW,"23,475","4,099","3,119",17,"30,710",516,1,517,"31,227",,,,,,,,,,,
Dec-1989,IND,"8,805","4,071","3,667",145,"16,688",139,14,153,"16,841",,,,,,,,,,,
Dec-1989,MDW,"10,665","8,298","5,438",172,"24,573",420,11,431,"25,004",,,,,,,,,,,
Dec-1989,MSP,"18,743","5,668","4,328",186,"28,925",240,0,240,"29,165",,,,,,,,,,,
Dec-1989,ORD,"52,065","11,718","1,830",247,"65,860",105,0,105,"65,965",,,,,,,,,,,
Jan-1990,ALN,0,6,"2,501",141,"2,648","3,420",306,"3,726","6,374",,,,,,,,,,,
Jan-1990,ARB,0,9,"2,366",12,"2,387","3,468",28,"3,496","5,883",,,,,,,,,,,
Jan-1990,ARR,0,0,"3,927",16,"3,943","6,788",32,"6,820","10,763",,,,,,,,,,,
Jan-1990,ATW,"1,081",660,"2,501",12,"4,254","1,624",0,"1,624","5,878",,,,,,,,,,,
Jan-1990,AZO,538,"1,839","3,042",27,"5,446","2,065",0,"2,065","7,511",,,,,,,,,,,
Jan-1990,BIS,705,534,"2,273",244,"3,756","1,222",500,"1,722","5,478",,,,,,,,,,,
Jan-1990,BKL,0,"1,462","2,916",6,"4,384","1,785",129,"1,914","6,298",,,,,,,,,,,
Jan-1990,BMG,0,97,"2,008",56,"2,161","1,704",78,"1,782","3,943",,,,,,,,,,,
Jan-1990,BMI,0,"1,095","2,591",54,"3,740","1,744",24,"1,768","5,508",,,,,,,,,,,
Jan-1990,BTL,0,9,"1,156",374,"1,539","1,266",336,"1,602","3,141",,,,,,,,,,,
Jan-1990,CAK,752,"1,343","4,717",501,"7,313","2,546",872,"3,418","10,731",,,,,,,,,,,
Jan-1990,CGF,0,447,"3,345",8,"3,800","1,688",0,"1,688","5,488",,,,,,,,,,,
Jan-1990,CGX,0,502,"2,256",26,"2,784",326,118,444,"3,228",,,,,,,,,,,
Jan-1990,CLE,"12,866","5,690","3,333",243,"22,132",166,0,166,"22,298",,,,,,,,,,,
Jan-1990,CMH,"4,693","4,532","5,336",214,"14,775","2,570",125,"2,695","17,470",,,,,,,,,,,
Jan-1990,CMI,185,"1,876","3,101",33,"5,195","5,472",0,"5,472","10,667",,,,,,,,,,,
Jan-1990,CPS,0,77,"5,472",18,"5,567","8,419",24,"8,443","14,010",,,,,,,,,,,
Jan-1990,DAY,"9,193","4,775","2,430",62,"16,460",190,0,190,"16,650",,,,,,,,,,,
Jan-1990,DEC,4,947,"2,027",394,"3,372","1,550",504,"2,054","5,426",,,,,,,,,,,
Jan-1990,DET,"1,044",835,"4,101",27,"6,007","2,994",0,"2,994","9,001",,,,,,,,,,,
Jan-1990,DLH,297,343,"1,401",558,"2,599","1,828",768,"2,596","5,195",,,,,,,,,,,
Jan-1990,DPA,20,175,"7,184",8,"7,387","9,097",16,"9,113","16,500",,,,,,,,,,,
Jan-1990,DTW,"23,789","4,418","4,243",15,"32,465",0,0,0,"32,465",,,,,,,,,,,
Jan-1990,EVV,434,"2,136","2,606",141,"5,317","1,885",256,"2,141","7,458",,,,,,,,,,,
Jan-1990,FAR,518,751,"2,700",373,"4,342","2,488",252,"2,740","7,082",,,,,,,,,,,
Jan-1990,FCM,0,0,"6,417",3,"6,420","10,410",68,"10,478","16,898",,,,,,,,,,,
Jan-1990,FNT,222,"1,646","2,216",51,"4,135","3,486",123,"3,609","7,744",,,,,,,,,,,
Jan-1990,FSD,940,372,"3,406",367,"5,085","2,773",327,"3,100","8,185",,,,,,,,,,,
Jan-1990,FWA,"2,443","1,460","3,120",395,"7,418","1,256",192,"1,448","8,866",,,,,,,,,,,
Jan-1990,GFK,270,294,"7,879",43,"8,486","13,476",0,"13,476","21,962",,,,,,,,,,,
Jan-1990,GRB,980,"1,651","1,952",129,"4,712","1,854",344,"2,198","6,910",,,,,,,,,,,
Jan-1990,GRR,"1,962","2,050","4,308",293,"8,613","3,448",44,"3,492","12,105",,,,,,,,,,,
Jan-1990,HUF,61,381,"1,989",542,"2,973","2,068",440,"2,508","5,481",,,,,,,,,,,
Jan-1990,IND,"9,250","4,368","4,042",168,"17,828",96,2,98,"17,926",,,,,,,,,,,
Jan-1990,JVL,3,108,"3,750",62,"3,923","2,592",160,"2,752","6,675",,,,,,,,,,,
Jan-1990,JXN,0,35,"2,661",24,"2,720","1,832",56,"1,888","4,608",,,,,,,,,,,
Jan-1990,LAF,75,720,"2,629",55,"3,479","3,940",182,"4,122","7,601",,,,,,,,,,,
Jan-1990,LAN,544,"2,068","3,276",155,"6,043","3,778",332,"4,110","10,153",,,,,,,,,,,
Jan-1990,LSE,220,737,"2,108",63,"3,128","2,033",8,"2,041","5,169",,,,,,,,,,,
Jan-1990,LUK,0,435,"6,427",175,"7,037","7,480",14,"7,494","14,531",,,,,,,,,,,
Jan-1990,MBS,628,557,"1,597",71,"2,853","1,002",87,"1,089","3,942",,,,,,,,,,,
Jan-1990,MDH,0,3,"2,438",10,"2,451","3,540",20,"3,560","6,011",,,,,,,,,,,
Jan-1990,MDW,"11,201","8,104","6,325",228,"25,858",42,2,44,"25,902",,,,,,,,,,,
Jan-1990,MFD,0,36,"1,244",264,"1,544","1,189",736,"1,925","3,469",,,,,,,,,,,
Jan-1990,MIC,0,684,"5,887",27,"6,598","7,882",38,"7,920","14,518",,,,,,,,,,,
Jan-1990,MIE,0,93,"2,991",47,"3,131",720,70,790,"3,921",,,,,,,,,,,
Jan-1990,MKE,"6,469","4,450","3,709",389,"15,017","1,200",58,"1,258","16,275",,,,,,,,,,,
Jan-1990,MKG,0,833,"2,129",274,"3,236","1,060",140,"1,200","4,436",,,,,,,,,,,
Jan-1990,MLI,856,"1,957","2,315",156,"5,284","1,256",82,"1,338","6,622",,,,,,,,,,,
Jan-1990,MOT,294,328,793,8,"1,423","1,294",384,"1,678","3,101",,,,,,,,,,,
Jan-1990,MSN,"1,690",830,"4,114",721,"7,355","3,258",508,"3,766","11,121",,,,,,,,,,,
Jan-1990,MSP,"18,991","6,054","5,216",263,"30,524",394,0,394,"30,918",,,,,,,,,,,
Jan-1990,MWA,0,282,"1,549",13,"1,844","2,370",4,"2,374","4,218",,,,,,,,,,,
Jan-1990,MWC,0,1,"3,709",12,"3,722","4,238",10,"4,248","7,970",,,,,,,,,,,
Jan-1990,ORD,"52,660","11,738","2,062",255,"66,715",0,0,0,"66,715",,,,,,,,,,,
Jan-1990,OSH,4,575,"1,830",53,"2,462","3,095",164,"3,259","5,721",,,,,,,,,,,
Jan-1990,OSU,0,10,"4,450",585,"5,045","3,972",333,"4,305","9,350",,,,,,,,,,,
Jan-1990,PIA,624,"2,121","2,580",781,"6,106","1,226",558,"1,784","7,890",,,,,,,,,,,
Jan-1990,PTK,4,347,"10,578",26,"10,955","15,104",34,"15,138","26,093",,,,,,,,,,,
Jan-1990,PWK,0,99,"10,842",2,"10,943","4,124",0,"4,124","15,067",,,,,,,,,,,
Jan-1990,RAP,418,839,"1,303",212,"2,772","1,562",645,"2,207","4,979",,,,,,,,,,,
Jan-1990,RFD,63,907,"3,925",138,"5,033","3,800",466,"4,266","9,299",,,,,,,,,,,
Jan-1990,RST,483,252,"1,893",101,"2,729","1,620",369,"1,989","4,718",,,,,,,,,,,
Jan-1990,SBN,589,"2,966","2,325",41,"5,921","1,809",20,"1,829","7,750",,,,,,,,,,,
Jan-1990,SPI,0,"2,182","4,014",589,"6,785","2,392",524,"2,916","9,701",,,,,,,,,,,
Jan-1990,STP,0,655,"7,913",818,"9,386","5,729",400,"6,129","15,515",,,,,,,,,,,
Jan-1990,TOL,607,"1,882","2,990",255,"5,734","1,772",180,"1,952","7,686",,,,,,,,,,,
Jan-1990,TVC,80,"1,136","1,997",112,"3,325","3,012",418,"3,430","6,755",,,,,,,,,,,
Jan-1990,UGN,0,50,"3,641",85,"3,776","4,704",124,"4,828","8,604",,,,,,,,,,,
Jan-1990,YIP,"1,011","1,540","2,967",11,"5,529","4,632",8,"4,640","10,169",,,,,,,,,,,
Jan-1990,YNG,118,486,"2,530",346,"3,480","3,044","1,252","4,296","7,776",,,,,,,,,,,
Feb-1990,ALN,0,18,"2,359",199,"2,576","3,412",356,"3,768","6,344",,,,,,,,,,,
Feb-1990,ARB,0,8,"2,223",10,"2,241","3,604",14,"3,618","5,859",,,,,,,,,,,
Feb-1990,ARR,0,2,"3,476",54,"3,532","6,442",36,"6,478","10,010",,,,,,,,,,,
Feb-1990,ATW,"1,114",581,"2,613",18,"4,326","1,824",4,"1,828","6,154",,,,,,,,,,,
Feb-1990,AZO,503,"1,636","2,870",15,"5,024","1,876",0,"1,876","6,900",,,,,,,,,,,
Feb-1990,BIS,647,512,"2,236",241,"3,636","1,040",540,"1,580","5,216",,,,,,,,,,,
Feb-1990,BKL,0,"1,235","2,202",108,"3,545","1,685",0,"1,685","5,230",,,,,,,,,,,
Feb-1990,BMG,0,91,"1,646",20,"1,757","1,386",20,"1,406","3,163",,,,,,,,,,,
Feb-1990,BMI,0,959,"2,201",61,"3,221","1,580",24,"1,604","4,825",,,,,,,,,,,
Feb-1990,BTL,0,3,963,317,"1,283","1,054",288,"1,342","2,625",,,,,,,,,,,
Feb-1990,CAK,692,"1,296","4,180",429,"6,597","2,866",680,"3,546","10,143",,,,,,,,,,,
Feb-1990,CGF,0,448,"2,921",2,"3,371","1,546",0,"1,546","4,917",,,,,,,,,,,
Feb-1990,CGX,0,400,"2,436",16,"2,852",308,72,380,"3,232",,,,,,,,,,,
Feb-1990,CLE,"11,289","5,625","3,013",250,"20,177",64,0,64,"20,241",,,,,,,,,,,
Feb-1990,CMH,"4,104","4,218","4,953",154,"13,429","2,554",160,"2,714","16,143",,,,,,,,,,,
Feb-1990,CMI,161,"1,580","3,242",72,"5,055","8,887",13,"8,900","13,955",,,,,,,,,,,
Feb-1990,CPS,0,105,"4,990",17,"5,112","7,236",22,"7,258","12,370",,,,,,,,,,,
Feb-1990,DAY,"8,471","4,323","2,505",13,"15,312",104,14,118,"15,430",,,,,,,,,,,
Feb-1990,DEC,12,808,"1,744",267,"2,831","1,324",428,"1,752","4,583",,,,,,,,,,,
Feb-1990,DET,920,"1,063","3,810",15,"5,808","1,914",0,"1,914","7,722",,,,,,,,,,,
Feb-1990,DLH,281,308,"1,494",458,"2,541","1,694",858,"2,552","5,093",,,,,,,,,,,
Feb-1990,DPA,15,144,"6,272",16,"6,447","6,772",26,"6,798","13,245",,,,,,,,,,,
Feb-1990,DTW,"21,504","3,979","3,960",12,"29,455",0,0,0,"29,455",,,,,,,,,,,
Feb-1990,EVV,317,"1,958","2,554",129,"4,958","1,464",256,"1,720","6,678",,,,,,,,,,,
Feb-1990,FAR,456,664,"2,808",257,"4,185","2,510",264,"2,774","6,959",,,,,,,,,,,
Feb-1990,FCM,0,1,"6,333",7,"6,341","10,096",30,"10,126","16,467",,,,,,,,,,,
Feb-1990,FNT,197,"1,239","1,978",29,"3,443","2,858",56,"2,914","6,357",,,,,,,,,,,
Feb-1990,FSD,945,404,"3,318",239,"4,906","1,729",192,"1,921","6,827",,,,,,,,,,,
Feb-1990,FWA,"2,194","1,321","2,883",310,"6,708","1,058",121,"1,179","7,887",,,,,,,,,,,
Feb-1990,GFK,248,374,"10,384",22,"11,028","18,106",0,"18,106","29,134",,,,,,,,,,,
Feb-1990,GRB,918,"1,393","1,823",79,"4,213","1,760",306,"2,066","6,279",,,,,,,,,,,
Feb-1990,GRR,"1,816","1,936","4,221",84,"8,057","2,880",14,"2,894","10,951",,,,,,,,,,,
Feb-1990,HUF,19,295,"2,408",426,"3,148","3,310",234,"3,544","6,692",,,,,,,,,,,
Feb-1990,IND,"8,575","4,929","3,998",193,"17,695",170,28,198,"17,893",,,,,,,,,,,
Feb-1990,JVL,0,94,"3,183",76,"3,353","2,568",86,"2,654","6,007",,,,,,,,,,,
Feb-1990,JXN,0,19,"2,263",24,"2,306","1,608",26,"1,634","3,940",,,,,,,,,,,
Feb-1990,LAF,9,569,"2,882",38,"3,498","6,424",90,"6,514","10,012",,,,,,,,,,,
Feb-1990,LAN,507,"1,852","3,580",101,"6,040","3,124",143,"3,267","9,307",,,,,,,,,,,
Feb-1990,LSE,213,635,"2,074",89,"3,011","2,458",72,"2,530","5,541",,,,,,,,,,,
Feb-1990,LUK,0,380,"5,761",106,"6,247","6,744",2,"6,746","12,993",,,,,,,,,,,
Feb-1990,MBS,552,477,"1,543",54,"2,626",758,54,812,"3,438",,,,,,,,,,,
Feb-1990,MDH,0,5,"3,197",6,"3,208","5,631",0,"5,631","8,839",,,,,,,,,,,
Feb-1990,MDW,"10,230","7,332","5,547",200,"23,309",706,42,748,"24,057",,,,,,,,,,,
Feb-1990,MFD,0,20,"1,196",207,"1,423","1,323",490,"1,813","3,236",,,,,,,,,,,
Feb-1990,MIC,0,485,"4,605",39,"5,129","7,390",32,"7,422","12,551",,,,,,,,,,,
Feb-1990,MIE,4,50,"2,556",83,"2,693",744,272,"1,016","3,709",,,,,,,,,,,
Feb-1990,MKE,"8,019","4,262","3,439",396,"16,116",720,52,772,"16,888",,,,,,,,,,,
Feb-1990,MKG,0,811,"1,746",196,"2,753",870,242,"1,112","3,865",,,,,,,,,,,
Feb-1990,MLI,745,"1,616","2,212",121,"4,694",918,50,968,"5,662",,,,,,,,,,,
Feb-1990,MOT,276,316,722,8,"1,322","1,760",278,"2,038","3,360",,,,,,,,,,,
Feb-1990,MSN,"1,516",797,"3,889",707,"6,909","3,822",466,"4,288","11,197",,,,,,,,,,,
Feb-1990,MSP,"17,461","5,872","5,150",189,"28,672",275,0,275,"28,947",,,,,,,,,,,
Feb-1990,MWA,0,271,"1,342",12,"1,625","2,486",6,"2,492","4,117",,,,,,,,,,,
Feb-1990,MWC,0,0,"3,496",16,"3,512","3,840",12,"3,852","7,364",,,,,,,,,,,
Feb-1990,ORD,"46,762","10,132","1,929",264,"59,087",0,0,0,"59,087",,,,,,,,,,,
Feb-1990,OSH,6,409,"1,569",45,"2,029","1,958",48,"2,006","4,035",,,,,,,,,,,
Feb-1990,OSU,0,16,"4,120",447,"4,583","5,530",624,"6,154","10,737",,,,,,,,,,,
Feb-1990,PIA,609,"1,874","2,255",502,"5,240",920,472,"1,392","6,632",,,,,,,,,,,
Feb-1990,PTK,0,394,"9,614",25,"10,033","13,956",12,"13,968","24,001",,,,,,,,,,,
Feb-1990,PWK,0,94,"9,294",2,"9,390","3,881",16,"3,897","13,287",,,,,,,,,,,
Feb-1990,RAP,365,763,"1,405",248,"2,781","1,412",483,"1,895","4,676",,,,,,,,,,,
Feb-1990,RFD,95,775,"3,503",107,"4,480","3,027",443,"3,470","7,950",,,,,,,,,,,
Feb-1990,RST,449,206,"1,828",91,"2,574","1,385",402,"1,787","4,361",,,,,,,,,,,
Feb-1990,SBN,462,"2,657","2,801",36,"5,956","1,280",6,"1,286","7,242",,,,,,,,,,,
Feb-1990,SPI,0,"1,796","3,792",460,"6,048","1,812",430,"2,242","8,290",,,,,,,,,,,
Feb-1990,STP,0,"1,036","6,864",791,"8,691","5,278",256,"5,534","14,225",,,,,,,,,,,
Feb-1990,TOL,553,"1,612","2,777",245,"5,187","1,415",366,"1,781","6,968",,,,,,,,,,,
Feb-1990,TVC,7,958,"3,086",149,"4,200","5,630",778,"6,408","10,608",,,,,,,,,,,
Feb-1990,UGN,0,26,"2,911",83,"3,020","3,850",106,"3,956","6,976",,,,,,,,,,,
Feb-1990,YIP,996,"1,813","2,654",2,"5,465","3,652",0,"3,652","9,117",,,,,,,,,,,
Feb-1990,YNG,90,443,"2,228",220,"2,981","2,688",618,"3,306","6,287",,,,,,,,,,,
Mar-1990,ALN,0,4,"2,534",155,"2,693","3,240",222,"3,462","6,155",,,,,,,,,,,
Mar-1990,ARB,0,3,"3,042",13,"3,058","3,750",2,"3,752","6,810",,,,,,,,,,,
Mar-1990,ARR,0,6,"3,848",46,"3,900","7,038",24,"7,062","10,962",,,,,,,,,,,
Mar-1990,ATW,"1,436",674,"2,761",25,"4,896","2,275",18,"2,293","7,189",,,,,,,,,,,
Mar-1990,AZO,573,"1,879","3,663",20,"6,135","2,249",0,"2,249","8,384",,,,,,,,,,,
Mar-1990,BIS,686,588,"4,172",326,"5,772","1,082",772,"1,854","7,626",,,,,,,,,,,
Mar-1990,BKL,0,"1,587","3,071",31,"4,689","2,430",4,"2,434","7,123",,,,,,,,,,,
Mar-1990,BMG,0,99,"2,044",51,"2,194","1,870",26,"1,896","4,090",,,,,,,,,,,
Mar-1990,BMI,2,"1,112","2,733",98,"3,945","1,874",60,"1,934","5,879",,,,,,,,,,,
